Row,Column,Assay,Sample,Conc,Ct,Tm,Expected Tm,R2,Chi2,Straight R2,Efficiency,Multiple peaks,Outlier,Multimodal melt peaks,F0,Flags,S-DispenseTip,S-DropIndex,S-GlobalDropIndex,S-SP-Well,A-DispenseTip,A-DropIndex,A-GlobalDropIndex,A-SP-Well,Asymmetry,A,B,C,D,E,AmpRatio,Tm minus mean,Ct minus mean
14,26,tetL_195_Rep1,P23o,-1,26.01429,78.27499,,0.9998794,25487.5,0.7210749,1.982601,FALSE,FALSE,FALSE,5.97E-06,,,,,,,,,,5,2297.125,1.341353,28.7808,12429.45,11.49908,6.410872,,
14,27,tnpA_203_Rep1,P23o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
14,28,traN_1525_Rep1,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
14,29,blaROB_41_Rep1,P23o,-1,27.71573,80.31677,,0.9999791,2700.815,0.6620481,1.899779,FALSE,FALSE,FALSE,4.46E-06,,,,,,,,,,6,2626.559,1.423099,30.5899,9649.363,4.109642,4.673766,,
14,30,pAKD1-IncP-1?_380_Rep1,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
14,31,pBS228-IncP-1?_381_Rep1,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
14,32,blaCTX-M_162_Rep1,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
14,33,IS91_1567_Rep1,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
14,34,ISCR1_1528_Rep1,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
14,35,tnpA_206_Rep1,P23o,-1,19.50598,77.42612,,0.9999911,1879.745,0.8229969,1.975487,FALSE,FALSE,FALSE,0.000771263,,,,,,,,,,8,2299.602,1.34786,22.28106,11651.75,7.34123,6.066854,,
20,24,16Snew_2_Rep2,P23o,-1,11.95795,83.68173,,0.9975499,689239.4,0.6480013,2.167807,FALSE,FALSE,FALSE,0.05934083,,,,,,,,,,9,2484.86,1.198335,14.53611,11001.65,28.33561,5.427474,,
20,25,16Sold_1_Rep2,P23o,-1,11.98562,81.13416,,0.9999878,3084.757,0.7399557,1.95144,FALSE,FALSE,FALSE,0.2296515,,,,,,,,,,4,3078.723,1.370533,14.79055,11166.29,5.71333,4.626924,,
20,26,aac6-is_iu_ix_419_Rep2,P23o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
20,27,aphA3_14_Rep2,P23o,-1,17.76189,78.68184,,0.9999725,3263.072,0.8448888,1.904921,FALSE,FALSE,FALSE,0.004437526,,,,,,,,,,7,3451.753,1.417613,20.62882,9266.391,5.575277,3.684546,,
20,28,tetB_181_Rep2,P23o,-1,31.18188,79.00284,,0.9999699,6480.516,0.5379389,1.939507,FALSE,FALSE,FALSE,2.36E-07,CtIsLarge,,,,,,,,,4,2647.744,1.38219,34.00216,11394.75,15.05433,5.303569,,
20,29,tetG_F_507_Rep2,P23o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
20,30,IncP_oriT_342_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
20,31,IncQ_oriT_343_Rep2,P23o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
20,32,int1-a-marko_336_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
20,33,intI1F165_clinical_359_Rep2,P23o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
20,34,ant6-ib_1541_Rep2,P23o,-1,22.91791,74.78062,,0.999964,6997.218,0.795435,1.93541,FALSE,FALSE,FALSE,0.000102574,,,,,,,,,,3,2107.443,1.386256,25.74355,11915.9,13.43917,6.654196,,
20,35,aph2-Id_104_Rep2,P23o,-1,22.71001,74.93655,,0.9999133,13908.28,0.8027732,1.982687,FALSE,FALSE,FALSE,5.81E-05,,,,,,,,,,5,2063.821,1.341275,25.47641,10304.78,16.18726,5.993059,,
24,24,tetM_1513_Rep2,P23o,-1,25.11704,78.06548,,0.9999781,4317.052,0.7508702,1.943082,FALSE,FALSE,FALSE,1.96E-05,,,,,,,,,,10,2315.37,1.378669,27.93269,12332.05,13.3583,6.326166,,
24,25,tetO_192_Rep2,P23o,-1,19.62518,78.00307,,0.9999881,2153.467,0.8362718,1.93946,FALSE,FALSE,FALSE,0.000983604,,,,,,,,,,7,2120.923,1.382236,22.44553,11095.23,8.789176,6.23132,,
24,26,tet32_54_Rep2,P23o,-1,19.20272,80.3662,,0.9999841,5961.476,0.8245157,1.956091,FALSE,FALSE,FALSE,0.001529851,,,,,,,,,,13,2634.684,1.366064,22.00177,15113.94,10.04612,6.736528,,
24,27,tet40_500_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
24,28,tet44_1539_Rep2,P23o,-1,25.87852,77.52008,,0.9999812,3207.275,0.7297555,1.935383,FALSE,FALSE,FALSE,1.13E-05,,,,,,,,,,8,2156.515,1.386284,28.70419,11101.43,12.79644,6.147858,,
24,29,tetK_184_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
24,30,ermA-803_Rep2,P23o,-1,29.62733,76.78717,,0.9998811,13207.88,0.6031246,1.967665,FALSE,FALSE,FALSE,3.48E-07,CtIsLarge,,,,,,,,,9,2055.794,1.355118,32.41196,8487.463,16.69386,5.128557,,
24,31,ermG_807_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
24,32,cfxA_106_Rep2,P23o,-1,25.30696,76.72865,,0.9999757,2358.41,0.7476305,1.947779,FALSE,FALSE,FALSE,1.00E-05,,,,,,,,,,9,1894.535,1.374079,28.11656,7736.104,10.9508,5.08338,,
24,33,tetX_196_Rep2,P23o,-1,27.98782,75.0675,,0.9999442,10310.22,0.6629457,1.94204,FALSE,FALSE,FALSE,2.35E-06,,,,,,,,,,9,2194.52,1.379692,30.80481,11695.69,13.90618,6.329499,,
24,34,intl2_338_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
24,35,intl3_1522_Rep2,P23o,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
30,24,ermB_804_Rep2,P23o,-1,22.05328,78.7077,,0.9999874,2157.085,0.8055819,1.91827,FALSE,FALSE,FALSE,0.000228609,,,,,,,,,,10,2740.729,1.403642,24.90182,11583.82,4.892476,5.226546,,
30,25,IncHI2-smr0018_1566_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,26,IncI1_repI1_1565_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,27,IncN_rep_340_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,28,tetQ_185_Rep2,P23o,-1,18.77295,75.99181,,0.9998935,17869.44,0.8249499,1.982349,FALSE,FALSE,FALSE,0.001137437,,,,,,,,,,6,2040.978,1.341582,21.53975,10684.04,12.26111,6.234766,,
30,29,tetW_191_Rep2,P23o,-1,16.54744,81.01183,,0.9999393,11931.92,0.8049867,1.971509,FALSE,FALSE,FALSE,0.006959674,,,,,,,,,,13,1895.211,1.351538,19.32736,11300.98,10.90121,6.962913,,
30,30,IS26_1546_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,31,ISEcp1_1550_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,32,oqxA_1577_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,33,sul2_133_Rep2,P23o,-1,29.85506,85.07717,,0.9999641,3842.368,0.5954677,1.927968,FALSE,FALSE,FALSE,5.70E-07,CtIsLarge,,,,,,,,,11,1884.263,1.39373,32.69054,8758.87,12.90847,5.648434,,
30,34,lncF_FIC_1564_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
30,35,mobA_1524_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,24,tnpA_202_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,25,ant6-ia_431_Rep2,P23o,-1,21.6961,78.94571,,0.9999813,3463.412,0.8185746,1.861486,FALSE,FALSE,FALSE,0.000590748,,,,,,,,,,2,2329.782,1.465899,24.62662,11679.07,7.785715,6.012946,,
34,26,tetL_195_Rep2,P23o,-1,25.951,78.18833,,0.9997421,41080.59,0.7257229,1.998419,FALSE,FALSE,FALSE,4.30E-06,,,,,,,,,,5,2161.502,1.327199,28.69886,10570.65,15.32906,5.890421,,
34,27,tnpA_203_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,28,traN_1525_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,29,blaROB_41_Rep2,P23o,-1,27.41301,80.27296,,0.9999947,1143.178,0.6818681,1.907732,FALSE,FALSE,FALSE,6.01E-06,,,,,,,,,,8,3278.789,1.414638,30.27602,11851.22,14.0773,4.614512,,
34,30,pAKD1-IncP-1?_380_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,31,pBS228-IncP-1?_381_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,32,blaCTX-M_162_Rep2,P23o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
34,33,IS91_1567_Rep2,P23o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
34,34,ISCR1_1528_Rep2,P23o,,,,,,,,,,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
34,35,tnpA_206_Rep2,P23o,-1,17.41301,77.43423,,0.9999838,4357.556,0.8204719,1.981332,FALSE,FALSE,FALSE,0.003862093,,,,,,,,,,8,3234.733,1.342507,20.18104,13040.35,7.261947,5.031353,,
9,24,ermB_804_Rep1,P24o,-1,20.85744,78.7654,,0.9999929,1055.025,0.8215072,1.935789,FALSE,FALSE,FALSE,0.000393889,,,,,,,,,,10,2795.126,1.385879,23.68258,10394.73,7.160402,4.718876,,
9,25,IncHI2-smr0018_1566_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,26,IncI1_repI1_1565_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,27,IncN_rep_340_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,28,tetQ_185_Rep1,P24o,-1,17.46983,76.16663,,0.9999121,9837.044,0.822699,1.997339,FALSE,FALSE,FALSE,0.002035032,,,,,,,,,,6,2060.039,1.328152,20.21895,8317.614,13.24177,5.037601,,
9,29,tetW_191_Rep1,P24o,-1,16.76077,81.09956,,0.9999713,3504.23,0.8189086,1.956387,FALSE,FALSE,FALSE,0.005534213,,,,,,,,,,11,1964.533,1.365781,19.55945,9175.248,10.81598,5.670447,,
9,30,IS26_1546_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,31,ISEcp1_1550_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,32,oqxA_1577_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,33,sul2_133_Rep1,P24o,-1,27.51676,85.19485,,0.999961,3694.875,0.6838351,1.954553,FALSE,FALSE,FALSE,1.83E-06,,,,,,,,,,4,2177.747,1.367537,30.31775,7791.832,12.41014,4.577932,,
9,34,lncF_FIC_1564_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
9,35,mobA_1524_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,24,tnpA_202_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,25,ant6-ia_431_Rep1,P24o,-1,24.27208,79.02338,,0.9997042,25428.8,0.7729684,1.88564,FALSE,FALSE,FALSE,4.71E-05,,,,,,,,,,9,2294.028,1.438494,27.16652,7491.488,2.615793,4.265648,,
13,26,tetL_195_Rep1,P24o,-1,26.25412,78.20737,,0.9998884,19716.54,0.7176653,1.995114,FALSE,FALSE,FALSE,3.47E-06,,,,,,,,,,11,2368.95,1.330121,29.00584,10249.4,12.48682,5.326558,,
13,27,tnpA_203_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,28,traN_1525_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,29,blaROB_41_Rep1,P24o,-1,26.84274,80.26185,,0.9999772,2157.674,0.7003869,1.899243,FALSE,FALSE,FALSE,7.16E-06,,,,,,,,,,12,2663.958,1.423673,29.71766,8326.971,9.813003,4.125789,,
13,30,pAKD1-IncP-1?_380_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,31,pBS228-IncP-1?_381_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,32,blaCTX-M_162_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,33,IS91_1567_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,34,ISCR1_1528_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
13,35,tnpA_206_Rep1,P24o,-1,19.84037,77.26637,,0.9999743,3066.136,0.8274909,1.96817,FALSE,FALSE,FALSE,0.000511414,,,,,,,,,,10,2161.757,1.354647,22.62438,9163.511,7.399515,5.238917,,
19,24,16Snew_2_Rep2,P24o,-1,10.96467,82.98975,,0.9970116,582180.1,0.6399142,2.293013,FALSE,FALSE,FALSE,0.05372051,,,,,,,,,,5,2383.025,1.123517,13.44429,8453.171,35.21438,4.547244,,
19,25,16Sold_1_Rep2,P24o,-1,11.40073,81.04015,,0.9999884,2203.06,0.7310132,1.955911,FALSE,FALSE,FALSE,0.2830176,,,,,,,,,,6,2878.734,1.366236,14.20001,9240.112,10.80359,4.209783,,
19,26,aac6-is_iu_ix_419_Rep2,P24o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
19,27,aphA3_14_Rep2,P24o,-1,17.5918,78.68874,,0.9999616,3809.682,0.8439045,1.904997,FALSE,FALSE,FALSE,0.004482497,,,,,,,,,,7,3571.219,1.417531,20.45863,8308.207,3.105101,3.326435,,
19,28,tetB_181_Rep2,P24o,-1,30.38987,78.91833,,0.9999877,1921.336,0.5780063,1.941363,FALSE,FALSE,FALSE,3.53E-07,CtIsLarge,,,,,,,,,9,2714.516,1.380358,33.20774,9898.071,16.72035,4.646348,,
19,29,tetG_F_507_Rep2,P24o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
19,30,IncP_oriT_342_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
19,31,IncQ_oriT_343_Rep2,P24o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
19,32,int1-a-marko_336_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
19,33,intI1F165_clinical_359_Rep2,P24o,-1,34.44942,86.79174,,0.9999374,2437.955,0.418048,1.925488,FALSE,FALSE,FALSE,1.83E-08,CtIsLarge,,,,,,,,,5,2432.254,1.396247,37.28822,7266.041,18.50107,3.98737,,
19,34,ant6-ib_1541_Rep2,P24o,-1,24.50533,74.79316,,0.9999658,6105.622,0.7687136,1.935651,FALSE,FALSE,FALSE,2.94E-05,,,,,,,,,,7,2328.856,1.386016,27.33065,10782.06,14.97388,5.629766,,
19,35,aph2-Id_104_Rep2,P24o,-1,21.05418,74.92337,,0.9999385,7194.246,0.8329538,1.987775,FALSE,FALSE,FALSE,0.000167985,,,,,,,,,,10,2271,1.336677,23.81453,9178.226,17.05323,5.041492,,
23,24,tetM_1513_Rep2,P24o,-1,24.05687,78.00681,,0.9999471,7212.599,0.7786339,1.962967,FALSE,FALSE,FALSE,2.68E-05,,,,,,,,,,3,2242.555,1.359532,26.84731,10099.53,10.31719,5.503582,,
23,25,tetO_192_Rep2,P24o,-1,20.16202,78.00215,,0.9997798,27758.55,0.8465708,1.791392,FALSE,FALSE,FALSE,0.003057708,LowEfficiency,,,,,,,,,4,2125.418,1.554379,23.20907,9333.096,0.6532509,5.391181,,
23,26,tet32_54_Rep2,P24o,-1,19.64868,80.25757,,0.9999818,3250.348,0.8281503,1.938232,FALSE,FALSE,FALSE,0.000973081,,,,,,,,,,9,2404.42,1.383452,22.47062,11019.15,11.03716,5.582875,,
23,27,tet40_500_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
23,28,tet44_1539_Rep2,P24o,-1,25.90467,77.50648,,0.9999796,2838.281,0.7326288,1.938582,FALSE,FALSE,FALSE,9.57E-06,,,,,,,,,,4,2563.236,1.383105,28.72617,10017.55,13.60181,4.908164,,
23,29,tetK_184_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
23,30,ermA-803_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
23,31,ermG_807_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
23,32,cfxA_106_Rep2,P24o,-1,23.73936,76.59208,,0.9999567,2682.698,0.7907742,1.939821,FALSE,FALSE,FALSE,2.92E-05,,,,,,,,,,7,2133.058,1.381879,26.55923,6485.311,12.93896,4.040382,,
23,33,tetX_196_Rep2,P24o,-1,24.09583,74.91945,,0.9999524,4914.025,0.7755212,1.955304,FALSE,FALSE,FALSE,2.52E-05,,,,,,,,,,3,2153.451,1.366817,26.89587,8847.104,10.76371,5.108338,,
23,34,intl2_338_Rep2,P24o,-1,30.47351,80.07125,,0.9999475,5736.125,0.5785581,1.958313,FALSE,FALSE,FALSE,2.10E-07,CtIsLarge,,,,,,,,,5,2319.039,1.363943,33.26976,8235.964,20.63806,4.551456,,
23,35,intl3_1522_Rep2,P24o,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
29,24,ermB_804_Rep2,P24o,-1,21.17036,78.68749,,0.9999731,4354.142,0.8194144,1.914056,FALSE,FALSE,FALSE,0.000390524,,,,,,,,,,6,2729.282,1.408011,24.02465,10044.8,5.363133,4.680381,,
29,25,IncHI2-smr0018_1566_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,26,IncI1_repI1_1565_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,27,IncN_rep_340_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,28,tetQ_185_Rep2,P24o,-1,18.49558,75.97291,,0.9999881,773.1396,0.8415627,1.927716,FALSE,FALSE,FALSE,0.001472988,,,,,,,,,,5,2010.213,1.393985,21.3314,6515.892,8.769634,4.241394,,
29,29,tetW_191_Rep2,P24o,-1,16.04326,80.99728,,0.9999927,884.5853,0.8176857,1.938126,FALSE,FALSE,FALSE,0.01142996,,,,,,,,,,9,2181.329,1.383557,18.86535,9546.041,12.7523,5.37625,,
29,30,IS26_1546_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,31,ISEcp1_1550_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,32,oqxA_1577_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,33,sul2_133_Rep2,P24o,-1,27.99818,85.07526,,0.9999557,3077.353,0.6666234,1.957621,FALSE,FALSE,FALSE,1.12E-06,,,,,,,,,,3,1939.093,1.364602,30.7953,7081.84,13.32275,4.652142,,
29,34,lncF_FIC_1564_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
29,35,mobA_1524_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,24,tnpA_202_Rep2,P24o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
33,25,ant6-ia_431_Rep2,P24o,-1,23.16621,78.94919,,0.9999515,6626.657,0.8003361,1.896065,FALSE,FALSE,FALSE,0.000109219,,,,,,,,,,10,2500.152,1.427097,26.04564,9215.288,10.1493,4.685891,,
33,26,tetL_195_Rep2,P24o,-1,25.42611,78.12653,,0.9998618,23766.21,0.7436646,1.992804,FALSE,FALSE,FALSE,6.67E-06,,,,,,,,,,10,2445.184,1.332175,28.18053,10264.07,17.08023,5.197666,,
33,27,tnpA_203_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,28,traN_1525_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,29,blaROB_41_Rep2,P24o,-1,26.57053,80.10783,,0.9999912,966.2653,0.7084672,1.896674,FALSE,FALSE,FALSE,9.40E-06,,,,,,,,,,11,2557.033,1.42644,29.44909,8694.396,8.838051,4.400189,,
33,30,pAKD1-IncP-1?_380_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,31,pBS228-IncP-1?_381_Rep2,P24o,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
33,32,blaCTX-M_162_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,33,IS91_1567_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,34,ISCR1_1528_Rep2,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
33,35,tnpA_206_Rep2,P24o,-1,19.40289,77.22631,,0.9999802,2589.696,0.8335541,1.93355,FALSE,FALSE,FALSE,0.001016118,,,,,,,,,,11,2317.272,1.388114,22.23098,9167.957,8.266115,4.956358,,
39,24,16Snew_2_Rep1,P24o,-1,11.66591,82.82588,,0.9996053,44732.35,0.7322384,2.154346,FALSE,FALSE,FALSE,0.05130095,,,,,,,,,,7,2118.221,1.207277,14.25584,6892.695,17.01421,4.254002,,
39,25,16Sold_1_Rep1,P24o,-1,11.13473,80.84256,,0.9999675,4524.804,0.7431283,1.89195,FALSE,FALSE,FALSE,0.446882,,,,,,,,,,11,2547.309,1.431566,14.02005,8007.209,-3.07158,4.1434,,
39,26,aac6-is_iu_ix_419_Rep1,P24o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
39,27,aphA3_14_Rep1,P24o,-1,17.84298,78.49339,,0.9999819,1754.015,0.832146,1.904878,FALSE,FALSE,FALSE,0.003844529,,,,,,,,,,9,3176.125,1.417658,20.70998,8497.146,2.996781,3.675318,,
39,28,tetB_181_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
39,29,tetG_F_507_Rep1,P24o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
39,30,IncP_oriT_342_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
39,31,IncQ_oriT_343_Rep1,P24o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
39,32,int1-a-marko_336_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
39,33,intI1F165_clinical_359_Rep1,P24o,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
39,34,ant6-ib_1541_Rep1,P24o,-1,24.359,74.7883,,0.9999568,8202.843,0.7701172,1.946757,FALSE,FALSE,FALSE,2.85E-05,,,,,,,,,,8,2316.082,1.375074,27.16991,10876.05,16.24006,5.695883,,
39,35,aph2-Id_104_Rep1,P24o,-1,20.20555,75.10081,,0.9999152,14144.47,0.8356929,1.990935,FALSE,FALSE,FALSE,0.00037298,,,,,,,,,,12,2972.059,1.333843,22.96217,11170.9,22.94659,4.758641,,
43,24,tetM_1513_Rep1,P24o,-1,23.23726,78.05955,,0.9999294,16306.89,0.7940665,1.951253,FALSE,FALSE,FALSE,6.63E-05,,,,,,,,,,3,2335.336,1.370713,26.04243,11819.3,16.79674,6.061072,,
43,25,tetO_192_Rep1,P24o,-1,18.19247,78.02041,,0.999947,11165.74,0.829293,1.972824,FALSE,FALSE,FALSE,0.002012357,,,,,,,,,,6,2184.654,1.350319,20.97078,11179,14.72687,6.117058,,
43,26,tet32_54_Rep1,P24o,-1,19.89992,80.01595,,0.9999791,2147.262,0.8262724,1.927832,FALSE,FALSE,FALSE,0.000716783,,,,,,,,,,6,2000.156,1.393868,22.73559,8694.188,8.444483,5.346755,,
43,27,tet40_500_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
43,28,tet44_1539_Rep1,P24o,-1,23.67575,77.42765,,0.999925,10463.22,0.781769,1.926013,FALSE,FALSE,FALSE,5.50E-05,,,,,,,,,,5,2102.38,1.395713,26.51385,9787.932,11.92749,5.655643,,
43,29,tetK_184_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
43,30,ermA-803_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
43,31,ermG_807_Rep1,P24o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
43,32,cfxA_106_Rep1,P24o,-1,22.969,76.4668,,0.9998142,10867.38,0.8008246,1.959224,FALSE,FALSE,FALSE,4.01E-05,,,,,,,,,,6,1930.296,1.363077,25.76411,6483.063,11.11675,4.358584,,
43,33,tetX_196_Rep1,P24o,-1,23.7054,74.95297,,0.9999319,9040.358,0.7810534,1.964524,FALSE,FALSE,FALSE,3.19E-05,,,,,,,,,,3,2157.587,1.358065,26.49392,9458.878,12.41316,5.384008,,
43,34,intl2_338_Rep1,P24o,-1,27.16565,80.05347,,0.9999353,8905.332,0.6922403,1.885017,FALSE,FALSE,FALSE,7.92E-06,,,,,,,,,,6,1885.849,1.439182,30.06099,9336.897,6.0576,5.951033,,
43,35,intl3_1522_Rep1,P24o,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
0,36,16Snew_2_Rep1,P25o,-1,12.95195,83.39412,,0.9991665,117472.2,0.6737462,2.085534,FALSE,FALSE,FALSE,0.03438293,,,,,,,,,,10,2102.192,1.256216,15.60633,8544.91,22.45889,5.064762,,
0,37,16Sold_1_Rep1,P25o,-1,12.69523,81.0918,,0.9999905,1428.662,0.7405335,1.96641,FALSE,FALSE,FALSE,0.09966091,,,,,,,,,,6,2699.189,1.356293,15.48141,9032.016,10.25591,4.346196,,
0,38,aac6-is_iu_ix_419_Rep1,P25o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
